"","Preffered_Vcmax.9.comps"
"Wave_1372",-16.7174668868339
"Wave_1373",-16.6056913015324
"Wave_1374",-16.8783152310814
"Wave_1375",-16.8137675941747
"Wave_1376",-16.9574181605616
"Wave_1377",-17.1021240423001
"Wave_1378",-17.9884204319716
"Wave_1379",-18.8130239665474
"Wave_1380",-18.5999937064882
"Wave_1381",-19.0400260532938
"Wave_1382",-19.5143830392552
"Wave_1383",-19.4865240447892
"Wave_1384",-20.8025543253782
"Wave_1385",-22.3851697559391
"Wave_1386",-24.0351203277172
"Wave_1387",-25.7634731505461
"Wave_1388",-26.0359035534007
"Wave_1389",-27.358804566479
"Wave_1390",-29.0740119107965
"Wave_1391",-29.5351436025948
"Wave_1392",-31.0667035771982
"Wave_1393",-34.148825931508
"Wave_1394",-36.4473380906716
"Wave_1395",-37.9546173937906
"Wave_1396",-39.9465234465622
"Wave_1397",-41.7600804251479
"Wave_1398",-44.1023002003485
"Wave_1399",-46.2163948317828
"Wave_1400",-47.7856093493155
"Wave_1401",-49.7472433960741
"Wave_1402",-51.0603560054606
"Wave_1403",-51.2719982071049
"Wave_1404",-51.548785703115
"Wave_1405",-51.5617607357459
"Wave_1406",-51.6397589680323
"Wave_1407",-51.2846449312469
"Wave_1408",-50.1258663375483
"Wave_1409",-49.5061809106005
"Wave_1410",-48.7653441329202
"Wave_1411",-47.4003509737951
"Wave_1412",-45.7708837033914
"Wave_1413",-44.4331409609901
"Wave_1414",-43.0777424866107
"Wave_1415",-41.3386601163916
"Wave_1416",-39.2371007332007
"Wave_1417",-37.7693290446121
"Wave_1418",-35.7681482227576
"Wave_1419",-33.3765609115956
"Wave_1420",-31.7170228069394
"Wave_1421",-30.0677615524525
"Wave_1422",-28.1182524558293
"Wave_1423",-26.3453647397514
"Wave_1424",-25.1316393983386
"Wave_1425",-23.8989762635261
"Wave_1426",-22.7695349352433
"Wave_1427",-21.3364345668603
"Wave_1428",-19.9362016721869
"Wave_1429",-18.7560025640978
"Wave_1430",-17.5407895740649
"Wave_1431",-16.1081728071966
"Wave_1432",-14.4576597473663
"Wave_1433",-13.7000024020412
"Wave_1434",-13.0895660450299
"Wave_1435",-12.1616305167457
"Wave_1436",-11.5345045061558
"Wave_1437",-10.7308475781502
"Wave_1438",-9.22196730919535
"Wave_1439",-7.72021238924059
"Wave_1440",-7.19644274786564
"Wave_1441",-6.88468148262403
"Wave_1442",-5.64633987563036
"Wave_1443",-4.65697575129093
"Wave_1444",-4.39086756860056
"Wave_1445",-3.93968482497888
"Wave_1446",-3.10319173351976
"Wave_1447",-2.53280268188998
"Wave_1448",-2.43490197636636
"Wave_1449",-2.07106759565819
"Wave_1450",-1.58039356639055
"Wave_1451",-1.30648098806293
"Wave_1452",-1.01037825500207
"Wave_1453",-0.77312980267821
"Wave_1454",-0.700997494165144
"Wave_1455",-0.613490509186488
"Wave_1456",-0.314679728000103
"Wave_1457",0.173759000553107
"Wave_1458",0.629321378645763
"Wave_1459",0.627953103908058
"Wave_1460",0.847089401805329
"Wave_1461",1.4298502542087
"Wave_1462",1.96260246624576
"Wave_1463",2.42186534890169
"Wave_1464",3.07446885540862
"Wave_1465",3.80128296065335
"Wave_1466",4.50198134438512
"Wave_1467",5.55666336582473
"Wave_1468",6.47008635212388
"Wave_1469",7.42481365545292
"Wave_1470",8.13893969631652
"Wave_1471",8.29594276990035
"Wave_1472",8.80260333172189
"Wave_1473",9.40578864555607
"Wave_1474",10.3748568316118
"Wave_1475",11.7107655220851
"Wave_1476",12.5761139613495
"Wave_1477",13.872459722851
"Wave_1478",14.1716179457117
"Wave_1479",13.8574384433386
"Wave_1480",14.4321450055691
"Wave_1481",16.0040272187878
"Wave_1482",16.7920926869912
"Wave_1483",17.1684515925946
"Wave_1484",18.0546352863032
"Wave_1485",18.3769565044187
"Wave_1486",18.5144118988614
"Wave_1487",19.3200166517013
"Wave_1488",19.9581307524005
"Wave_1489",20.0843874329096
"Wave_1490",20.762653548982
"Wave_1491",21.6744796069954
"Wave_1492",22.0075021128209
"Wave_1493",22.6561233469354
"Wave_1494",23.3529026095296
"Wave_1495",23.3765564732759
"Wave_1496",23.6648884357391
"Wave_1497",23.9751074576861
"Wave_1498",24.1779969862277
"Wave_1499",24.8432411525815
"Wave_1500",25.3509641368088
"Wave_1501",26.1129664854137
"Wave_1502",26.7551171168508
"Wave_1503",26.4033795861506
"Wave_1504",26.9637056351922
"Wave_1505",27.8796780784823
"Wave_1506",27.8224308155978
"Wave_1507",28.5965576529403
"Wave_1508",29.626218223609
"Wave_1509",29.8577965134342
"Wave_1510",30.3204153056646
"Wave_1511",31.213439940009
"Wave_1512",31.4320271607566
"Wave_1513",31.5224341036403
"Wave_1514",32.2306704668716
"Wave_1515",32.8258834827142
"Wave_1516",33.2419641681193
"Wave_1517",33.6946855123462
"Wave_1518",33.975830380536
"Wave_1519",34.2575409194735
"Wave_1520",34.0517202883118
"Wave_1521",34.4042822865067
"Wave_1522",34.8441922370248
"Wave_1523",35.1143804329763
"Wave_1524",35.713980541806
"Wave_1525",36.1960324344543
"Wave_1526",36.7575282038072
"Wave_1527",36.9334052664352
"Wave_1528",36.522911221821
"Wave_1529",36.7658117015859
"Wave_1530",37.3424606851299
"Wave_1531",37.3145489286751
"Wave_1532",36.8951143626924
"Wave_1533",36.968771383427
"Wave_1534",37.7305602930148
"Wave_1535",37.5860796512695
"Wave_1536",36.6989642378456
"Wave_1537",36.63036389988
"Wave_1538",37.4951003036017
"Wave_1539",37.3917961222219
"Wave_1540",37.4097857586759
"Wave_1541",38.5493935434433
"Wave_1542",38.5450208497748
"Wave_1543",37.4646543251403
"Wave_1544",37.1848303888668
"Wave_1545",37.6680102837888
"Wave_1546",37.6110007087036
"Wave_1547",37.1370000071624
"Wave_1548",37.0033916319027
"Wave_1549",36.7975486918652
"Wave_1550",36.2341724095251
"Wave_1551",36.2498725587469
"Wave_1552",36.8033126603629
"Wave_1553",36.8537594266734
"Wave_1554",36.3663569897536
"Wave_1555",35.7223618870437
"Wave_1556",35.0445139127996
"Wave_1557",34.7027868234453
"Wave_1558",34.9098808035669
"Wave_1559",35.0718819776619
"Wave_1560",34.7531723923117
"Wave_1561",34.6896011571309
"Wave_1562",34.745798570142
"Wave_1563",33.6080483796951
"Wave_1564",32.5597253817454
"Wave_1565",32.349082986754
"Wave_1566",31.5585022882811
"Wave_1567",30.7516379622841
"Wave_1568",30.2729873470625
"Wave_1569",30.0334348628703
"Wave_1570",29.9055243808847
"Wave_1571",29.1518066739985
"Wave_1572",28.8298433812503
"Wave_1573",29.0471329641867
"Wave_1574",28.4478535001331
"Wave_1575",27.6772849471426
"Wave_1576",27.6043143758395
"Wave_1577",27.44091822983
"Wave_1578",26.8644506385221
"Wave_1579",26.625292223128
"Wave_1580",27.091133378989
"Wave_1581",26.8225074777245
"Wave_1582",25.7738316762713
"Wave_1583",26.1661234367772
"Wave_1584",26.7358940982247
"Wave_1585",26.4762952011566
"Wave_1586",26.517507244357
"Wave_1587",26.4592678861474
"Wave_1588",26.6275093127666
"Wave_1589",26.2079353167968
"Wave_1590",25.5111705294649
"Wave_1591",25.9178119164558
"Wave_1592",25.474550828423
"Wave_1593",24.9963992390496
"Wave_1594",25.9482164980208
"Wave_1595",26.0422983795446
"Wave_1596",25.3674318809805
"Wave_1597",25.4197035486993
"Wave_1598",25.8185804177782
"Wave_1599",25.6827191974254
"Wave_1600",24.6817893962437
"Wave_1601",24.3703624659978
"Wave_1602",24.8350550195656
"Wave_1603",24.4758512763584
"Wave_1604",24.9574322676162
"Wave_1605",26.1939019190978
"Wave_1606",25.7250749185115
"Wave_1607",24.8295016032126
"Wave_1608",24.8708955043539
"Wave_1609",24.9130631956261
"Wave_1610",24.6757516576921
"Wave_1611",24.5128077434278
"Wave_1612",24.6910626420857
"Wave_1613",24.3943518069922
"Wave_1614",23.3690493965199
"Wave_1615",22.9630968336916
"Wave_1616",23.3954395935207
"Wave_1617",23.4242644170892
"Wave_1618",22.9546561376082
"Wave_1619",22.9077077100062
"Wave_1620",22.8469556149521
"Wave_1621",21.9837118843573
"Wave_1622",21.1592753013006
"Wave_1623",21.2644001658524
"Wave_1624",20.961854599744
"Wave_1625",20.7024247581919
"Wave_1626",21.579262555949
"Wave_1627",21.5624902145128
"Wave_1628",21.5281289673322
"Wave_1629",22.1221220653153
"Wave_1630",21.7641645328622
"Wave_1631",21.4401597632368
"Wave_1632",21.9479755526125
"Wave_1633",22.2879591274627
"Wave_1634",22.0525564304324
"Wave_1635",22.2967974108943
"Wave_1636",22.6212119654363
"Wave_1637",22.0348832275949
"Wave_1638",21.8629456507988
"Wave_1639",22.1668960469035
"Wave_1640",21.712211088915
"Wave_1641",21.4237874519762
"Wave_1642",21.8365927523084
"Wave_1643",21.3516336556244
"Wave_1644",20.5427429968689
"Wave_1645",20.8157788406433
"Wave_1646",21.4042836251211
"Wave_1647",21.5930359558685
"Wave_1648",20.9451845467832
"Wave_1649",19.8886103471829
"Wave_1650",19.3331814386524
"Wave_1651",18.5437876548614
"Wave_1652",17.8397141512373
"Wave_1653",17.5273672505315
"Wave_1654",15.8871770727651
"Wave_1655",14.5717946755917
"Wave_1656",14.4085783667303
"Wave_1657",13.2557760839301
"Wave_1658",11.3593757809611
"Wave_1659",10.7918690783756
"Wave_1660",10.060579185793
"Wave_1661",7.59618767512358
"Wave_1662",6.0665874005048
"Wave_1663",5.51371247061965
"Wave_1664",3.54134856852792
"Wave_1665",1.82393927743833
"Wave_1666",0.659823688070365
"Wave_1667",-2.03162539235104
"Wave_1668",-5.31354115227341
"Wave_1669",-6.63838277028698
"Wave_1670",-7.20284587040876
"Wave_1671",-9.95713833493366
"Wave_1672",-12.568357939608
"Wave_1673",-13.8075082309094
"Wave_1674",-15.9066534730699
"Wave_1675",-17.9804327573094
"Wave_1676",-18.6521908575115
"Wave_1677",-20.4346799918294
"Wave_1678",-23.0668058476706
"Wave_1679",-24.2459243290516
"Wave_1680",-25.2347657634602
"Wave_1681",-26.8655765254475
"Wave_1682",-28.0287167980509
"Wave_1683",-29.4067555429599
"Wave_1684",-30.6998088009942
"Wave_1685",-31.3641539833247
"Wave_1686",-32.168066667822
"Wave_1687",-32.7837764125102
"Wave_1688",-32.9719273805101
"Wave_1689",-33.1085009369858
"Wave_1690",-32.5038946866534
"Wave_1691",-31.5668732178594
"Wave_1692",-31.1472408940133
"Wave_1693",-30.5787543031593
"Wave_1694",-29.2333169438302
"Wave_1695",-27.4056988469445
"Wave_1696",-26.6224376149023
"Wave_1697",-26.2830098522903
"Wave_1698",-24.8708609328427
"Wave_1699",-23.3583589540772
"Wave_1700",-21.4394683350279
"Wave_1701",-19.172461106324
"Wave_1702",-17.6099568572384
"Wave_1703",-15.4304339520892
"Wave_1704",-13.5985467256555
"Wave_1705",-11.9839643502922
"Wave_1706",-9.09713698522033
"Wave_1707",-6.66757193644997
"Wave_1708",-4.65606865495246
"Wave_1709",-0.869600871331378
"Wave_1710",2.37826162798759
"Wave_1711",3.13462921272662
"Wave_1712",4.11774027978368
"Wave_1713",6.37122931911247
"Wave_1714",8.04275038643152
"Wave_1715",10.1415008563861
"Wave_1716",12.1971489188409
"Wave_1717",12.0610278438636
"Wave_1718",11.8358224397298
"Wave_1719",12.4866103696688
"Wave_1720",12.1226023372639
"Wave_1721",11.4177211612564
"Wave_1722",11.1579663784991
"Wave_1723",10.6798499957561
"Wave_1724",10.3250466164638
"Wave_1725",9.92516216308281
"Wave_1726",8.98549996909103
"Wave_1727",7.88158032934486
"Wave_1728",7.16356237688511
"Wave_1729",5.84967912296232
"Wave_1730",4.25792199678023
"Wave_1731",2.90723261772188
"Wave_1732",1.4944365948293
"Wave_1733",0.294662320940681
"Wave_1734",-0.852253227137522
"Wave_1735",-2.15761621266424
"Wave_1736",-4.104745668832
"Wave_1737",-4.73968313488181
"Wave_1738",-4.06794976825821
"Wave_1739",-4.65276603737676
"Wave_1740",-5.28819992405958
"Wave_1741",-4.96610733073544
"Wave_1742",-5.98877020094127
"Wave_1743",-6.68861851759923
"Wave_1744",-6.43487753692253
"Wave_1745",-5.82148557805335
"Wave_1746",-5.36345908431466
"Wave_1747",-4.55954609816933
"Wave_1748",-3.10955688751866
"Wave_1749",-2.76785525601628
"Wave_1750",-1.99027550450479
"Wave_1751",-1.19588048649212
"Wave_1752",-0.714877871205531
"Wave_1753",0.0826103772597512
"Wave_1754",0.465500284751982
"Wave_1755",1.55857963946392
"Wave_1756",3.96464190682328
"Wave_1757",5.16416968062719
"Wave_1758",5.30015010541705
"Wave_1759",5.40208376373759
"Wave_1760",6.11846224473082
"Wave_1761",6.99650292525298
"Wave_1762",8.09736990109434
"Wave_1763",9.2035865030672
"Wave_1764",8.96795390638317
"Wave_1765",9.17882546854651
"Wave_1766",10.5735885472303
"Wave_1767",11.5372933721122
"Wave_1768",12.522758450398
"Wave_1769",12.76077046339
"Wave_1770",12.6749692657235
"Wave_1771",13.117622074084
"Wave_1772",13.1886566759682
"Wave_1773",13.4725271107294
"Wave_1774",14.0858221314231
"Wave_1775",14.2740441652236
"Wave_1776",14.6349578489467
"Wave_1777",15.5144348005434
"Wave_1778",16.0906461678935
"Wave_1779",16.1595882914823
"Wave_1780",16.2287070602224
"Wave_1781",16.1918255623623
"Wave_1782",16.7055746375926
"Wave_1783",17.3480722246119
"Wave_1784",17.5043129365002
"Wave_1785",16.9933625287233
"Wave_1786",16.7702088422033
"Wave_1787",16.7280156182237
"Wave_1788",17.3260857339285
"Wave_1789",18.4332494237784
"Wave_1790",18.3506614270021
"Wave_1791",18.0586622901875
"Wave_1792",18.4395632931831
"Wave_1793",18.4168495996139
"Wave_1794",18.7555803660061
"Wave_1795",19.6396788396979
"Wave_1796",19.7765702299865
"Wave_1797",21.0523490003214
"Wave_1798",22.0939891511469
"Wave_1799",22.2901379425208
"Wave_1800",22.179605748883
"Wave_1801",22.2908270266262
"Wave_1802",22.5014695028585
"Wave_1803",20.9194384349523
"Wave_1804",23.1696449038951
"Wave_1805",25.3562020658012
"Wave_1806",28.5834603312211
"Wave_1807",28.8761425206381
"Wave_1808",31.3149512655603
"Wave_1809",33.3015073826524
"Wave_1810",30.0150811740701
"Wave_1811",29.2867791575357
"Wave_1812",31.005354465033
"Wave_1813",30.7218494354431
"Wave_1814",32.2360856545348
"Wave_1815",32.4215735866985
"Wave_1816",34.1812687116004
"Wave_1817",34.1828182473608
"Wave_1818",34.0740809729199
"Wave_1819",32.263235150162
"Wave_1820",31.4619929723464
"Wave_1821",32.580039144234
"Wave_1822",33.6506563982139
"Wave_1823",34.4355571518506
"Wave_1824",35.602838850021
"Wave_1825",37.6532332519287
"Wave_1826",37.0848225713233
"Wave_1827",34.76488596727
"Wave_1828",33.3512204686881
"Wave_1829",32.1371774274808
"Wave_1830",32.7287251757575
"Wave_1831",37.4770694664527
"Wave_1832",37.9831576342621
"Wave_1833",37.3204933833472
"Wave_1834",34.536504743344
"Wave_1835",32.8839231198503
"Wave_1836",33.3831995754557
"Wave_1837",34.1933708593441
"Wave_1838",35.9099678036758
"Wave_1839",38.9085427798556
"Wave_1840",39.3285194410451
"Wave_1841",39.1935570176449
"Wave_1842",39.3515626413781
"Wave_1843",41.2088481771991
"Wave_1844",41.8034831453087
"Wave_1845",41.620450227736
"Wave_1846",41.0513909291158
"Wave_1847",39.6957382436773
"Wave_1848",37.8619940575231
"Wave_1849",37.4950317548482
"Wave_1850",37.9182691822188
"Wave_1851",39.1607478604527
"Wave_1852",38.4340286080162
"Wave_1853",36.104324800475
"Wave_1854",36.7331643749864
"Wave_1855",36.7711280428188
"Wave_1856",35.5959687971177
"Wave_1857",34.6873985387102
"Wave_1858",35.0021492789014
"Wave_1859",31.6821647769362
"Wave_1860",26.9171655083887
"Wave_1861",24.7231642687058
"Wave_1862",24.1485724448093
"Wave_1863",21.428786065902
"Wave_1864",19.0373391803188
"Wave_1865",17.7465534840147
"Wave_1866",14.455052587124
"Wave_1867",10.172979909686
"Wave_1868",6.40709201205463
"Wave_1869",2.37112513615324
"Wave_1870",-2.6989988100953
"Wave_1871",-8.78815370576874
"Wave_1872",-14.3367929490134
"Wave_1873",-17.6094417377013
"Wave_1874",-22.3579109631971
"Wave_1875",-26.1087315404111
"Wave_1876",-30.4634081791631
"Wave_1877",-34.5288528988793
"Wave_1878",-37.7062974554056
"Wave_1879",-41.439588302126
"Wave_1880",-43.8160898908503
"Wave_1881",-46.3104820165959
"Wave_1882",-50.3564587070294
"Wave_1883",-53.7502469175797
"Wave_1884",-52.7722269449466
"Wave_1885",-51.7568365212662
"Wave_1886",-52.4889462320497
"Wave_1887",-53.4666927004872
"Wave_1888",-53.7729537464171
"Wave_1889",-51.7604190299076
"Wave_1890",-49.6531997688971
"Wave_1891",-44.3685733177904
"Wave_1892",-38.9467484845034
"Wave_1893",-36.3750662400046
"Wave_1894",-32.4630155579663
"Wave_1895",-26.7806210578218
"Wave_1896",-21.0454526062239
"Wave_1897",-15.5089495371075
"Wave_1898",-9.06959068575511
"Wave_1899",-3.3278620234331
"Wave_1900",0.194296051951567
"Wave_1901",5.23516544576543
"Wave_1902",9.68659426311969
"Wave_1903",13.9929447876909
"Wave_1904",17.7785689211469
"Wave_1905",22.7038978282068
"Wave_1906",27.9581027764842
"Wave_1907",32.6135489477039
"Wave_1908",36.5098047357208
"Wave_1909",40.2596755417924
"Wave_1910",43.028871057275
"Wave_1911",44.1151641546471
"Wave_1912",47.1865639976058
"Wave_1913",51.0817616800725
"Wave_1914",52.3736517219544
"Wave_1915",53.4084325954593
"Wave_1916",55.811720793301
"Wave_1917",57.9340321545829
"Wave_1918",59.2588842366972
"Wave_1919",61.6682792998245
"Wave_1920",65.3173137148935
"Wave_1921",66.7086441361135
"Wave_1922",65.9306561786314
"Wave_1923",65.8644357197431
"Wave_1924",66.5836068086526
"Wave_1925",66.5543862287557
"Wave_1926",65.9759190915257
"Wave_1927",65.403441590874
"Wave_1928",63.5661558655154
"Wave_1929",63.0803387128599
"Wave_1930",63.9394174093447
"Wave_1931",64.7769968158884
"Wave_1932",66.3447519311836
"Wave_1933",67.6872967964051
"Wave_1934",66.8765418920738
"Wave_1935",65.7653246308481
"Wave_1936",66.1084140013762
"Wave_1937",66.097818253515
"Wave_1938",64.4129447989682
"Wave_1939",62.8593090587572
"Wave_1940",62.9317840747929
"Wave_1941",63.2845001942292
"Wave_1942",62.7538794339877
"Wave_1943",62.2172304585835
"Wave_1944",61.8007107759205
"Wave_1945",60.457887857333
"Wave_1946",58.9211029366323
"Wave_1947",59.0009106981852
"Wave_1948",59.7835129315733
"Wave_1949",58.8778061475505
"Wave_1950",56.0902436051031
"Wave_1951",54.0980383461325
"Wave_1952",54.0382380049838
"Wave_1953",53.6138463124785
"Wave_1954",52.6121819534587
"Wave_1955",52.2892167144396
"Wave_1956",52.9668974141782
"Wave_1957",51.6620270329641
"Wave_1958",48.0028586543582
"Wave_1959",46.2325008459245
"Wave_1960",46.0244786601409
"Wave_1961",44.0076121099343
"Wave_1962",43.8270953311377
"Wave_1963",42.5259636288271
"Wave_1964",40.3185381542864
"Wave_1965",39.9731593656315
"Wave_1966",41.6005310056894
"Wave_1967",40.2033922044807
"Wave_1968",38.6375213091431
"Wave_1969",36.8001191534544
"Wave_1970",33.6225376903697
"Wave_1971",32.3565774820963
"Wave_1972",33.7595782457451
"Wave_1973",33.6274962164924
"Wave_1974",30.7708259623658
"Wave_1975",28.0758663104299
"Wave_1976",27.7144487558333
"Wave_1977",27.2236570555688
"Wave_1978",25.8957345073114
"Wave_1979",25.7085317963829
"Wave_1980",25.1283335722208
"Wave_1981",23.1101176437974
"Wave_1982",20.6385603068488
"Wave_1983",19.6513238100197
"Wave_1984",19.248664530908
"Wave_1985",17.9332373004514
"Wave_1986",16.594848638605
"Wave_1987",15.3466090282532
"Wave_1988",15.4761711396462
"Wave_1989",16.8682519869663
"Wave_1990",17.8557709484943
"Wave_1991",17.9035269777504
"Wave_1992",17.7245056675829
"Wave_1993",14.6239553081206
"Wave_1994",12.1701157191247
"Wave_1995",11.132262892166
"Wave_1996",10.1303789077626
"Wave_1997",11.587209309468
"Wave_1998",12.4962323380542
"Wave_1999",10.6420924293116
"Wave_2000",10.2769776725377
"Wave_2001",10.5907126243647
"Wave_2002",9.25594987571906
"Wave_2003",7.26054055521396
"Wave_2004",5.7779868751472
"Wave_2005",4.08853197220884
"Wave_2006",2.94333400616649
"Wave_2007",3.02923158282236
"Wave_2008",2.3857950080918
"Wave_2009",3.26250995246921
"Wave_2010",3.34686538366384
"Wave_2011",2.31586530706187
"Wave_2012",1.70990061563244
"Wave_2013",2.20080262551058
"Wave_2014",3.95491064247001
"Wave_2015",3.1942262640936
"Wave_2016",2.16228708407201
"Wave_2017",1.75367664450829
"Wave_2018",2.56053857845043
"Wave_2019",1.91786651902739
"Wave_2020",1.05202618334271
"Wave_2021",3.46612364125376
"Wave_2022",5.33288472047032
"Wave_2023",4.34608144241856
"Wave_2024",2.33873316211199
"Wave_2025",2.06510042128982
"Wave_2026",1.54902871985279
"Wave_2027",0.597271188342123
"Wave_2028",1.10298971053552
"Wave_2029",3.31433020611431
"Wave_2030",2.9624587176523
"Wave_2031",0.0316482682023743
"Wave_2032",0.0807652737716117
"Wave_2033",2.1795543556556
"Wave_2034",1.76983573447201
"Wave_2035",0.310914510301474
"Wave_2036",-1.24062099857708
"Wave_2037",-2.21070899181292
"Wave_2038",-3.17622802447192
"Wave_2039",-3.19405389525695
"Wave_2040",-1.38463505907752
"Wave_2041",-0.916638718144679
"Wave_2042",-2.13530904199861
"Wave_2043",-4.19143059005528
"Wave_2044",-4.37828284910431
"Wave_2045",-4.29840449917236
"Wave_2046",-4.76143999272017
"Wave_2047",-4.5476503565512
"Wave_2048",-3.63691986430776
"Wave_2049",-4.77100450827364
"Wave_2050",-7.53334657434215
"Wave_2051",-8.56865351675818
"Wave_2052",-5.79026862079168
"Wave_2053",-3.35757851228542
"Wave_2054",-2.41674724220367
"Wave_2055",-4.38627785168603
"Wave_2056",-3.98058158841331
"Wave_2057",-3.23885973165634
"Wave_2058",-3.60121325959217
"Wave_2059",-1.68151025940216
"Wave_2060",-0.2433067968806
"Wave_2061",-2.13653709419302
"Wave_2062",-2.58641516350056
"Wave_2063",-1.48347279092464
"Wave_2064",-0.737848770538234
"Wave_2065",2.70476911435387
"Wave_2066",4.29934924385761
"Wave_2067",3.19512091989773
"Wave_2068",3.78577049239261
"Wave_2069",4.06310415584256
"Wave_2070",3.19995191462143
"Wave_2071",5.5123310439586
"Wave_2072",7.85420216291831
"Wave_2073",6.3864107268354
"Wave_2074",5.59659034276179
"Wave_2075",6.7245442498517
"Wave_2076",8.64994546592592
"Wave_2077",8.81485755950185
"Wave_2078",10.023960033861
"Wave_2079",12.7527584577251
"Wave_2080",12.0836581103484
"Wave_2081",10.2608893295649
"Wave_2082",11.5192987185805
"Wave_2083",12.5643701460767
"Wave_2084",11.1050612445457
"Wave_2085",10.408562649077
"Wave_2086",10.3312459431731
"Wave_2087",11.4647975220702
"Wave_2088",13.4851850723974
"Wave_2089",13.9209795904863
"Wave_2090",14.8355545034291
"Wave_2091",15.5317988882319
"Wave_2092",14.7843400678895
"Wave_2093",10.8545146389661
"Wave_2094",11.3932144510636
"Wave_2095",13.9631324273036
"Wave_2096",13.3135531028726
"Wave_2097",14.9411209692546
"Wave_2098",17.9913483192554
"Wave_2099",19.4762307471629
"Wave_2100",21.3965501077355
"Wave_2101",21.8404658363974
"Wave_2102",21.5024368501945
"Wave_2103",21.1196574902928
"Wave_2104",20.8625083771368
"Wave_2105",18.5932042040729
"Wave_2106",17.7699022575085
"Wave_2107",19.1693572786038
"Wave_2108",19.4342159091288
"Wave_2109",19.0843979639963
"Wave_2110",19.0266994574612
"Wave_2111",18.5006360892791
"Wave_2112",17.9348653748478
"Wave_2113",18.7835379941101
"Wave_2114",20.767114284404
"Wave_2115",21.1224858025492
"Wave_2116",19.830151304979
"Wave_2117",16.5075656355674
"Wave_2118",14.4727983932501
"Wave_2119",15.574184774423
"Wave_2120",18.182187571131
"Wave_2121",19.89145066995
"Wave_2122",22.4501339003318
"Wave_2123",21.1358445900349
"Wave_2124",19.6572546362114
"Wave_2125",18.4424410821341
"Wave_2126",18.8120109607661
"Wave_2127",20.1218084989024
"Wave_2128",20.945741008941
"Wave_2129",19.3147122070501
"Wave_2130",17.9597736086883
"Wave_2131",17.888587298401
"Wave_2132",16.5288454345762
"Wave_2133",15.1977933898378
"Wave_2134",14.1431896031317
"Wave_2135",13.0075671669146
"Wave_2136",14.170299637296
"Wave_2137",13.9487536628674
"Wave_2138",14.1004357229315
"Wave_2139",12.5491948920357
"Wave_2140",9.09498189869822
"Wave_2141",8.14603546474163
"Wave_2142",7.29684998463569
"Wave_2143",6.55020286969181
"Wave_2144",7.90959254588908
"Wave_2145",7.41739277126593
"Wave_2146",3.30822976975291
"Wave_2147",0.8823428935989
"Wave_2148",1.42850579583604
"Wave_2149",0.067505322515959
"Wave_2150",-0.605384003731809
"Wave_2151",-0.0943932285584813
"Wave_2152",-2.94224605148886
"Wave_2153",-4.89283640606567
"Wave_2154",-5.37607725764422
"Wave_2155",-7.70246599486651
"Wave_2156",-7.33439892518087
"Wave_2157",-8.11377992146017
"Wave_2158",-12.4785347188847
"Wave_2159",-14.9516711583705
"Wave_2160",-16.3190191104667
"Wave_2161",-19.8403647653076
"Wave_2162",-21.4086861066397
"Wave_2163",-20.2378275448253
"Wave_2164",-20.7817754791772
"Wave_2165",-23.5306099570205
"Wave_2166",-24.070614172375
"Wave_2167",-24.9133832120507
"Wave_2168",-27.5146587548219
"Wave_2169",-28.1901708743466
"Wave_2170",-28.7906459710102
"Wave_2171",-32.0389711117323
"Wave_2172",-32.3903879406022
"Wave_2173",-30.8130046207476
"Wave_2174",-30.3206330295762
"Wave_2175",-31.0349495670397
"Wave_2176",-31.7045332395663
"Wave_2177",-30.1326810134614
"Wave_2178",-29.2910109473959
"Wave_2179",-28.7601734251863
"Wave_2180",-27.1135671314591
"Wave_2181",-26.8647726166634
"Wave_2182",-29.7372483200283
"Wave_2183",-29.8460037271922
"Wave_2184",-29.1244942677576
"Wave_2185",-28.1718910162188
"Wave_2186",-28.2262353624381
"Wave_2187",-29.5329964215152
"Wave_2188",-29.9046130751884
"Wave_2189",-27.1921736309379
"Wave_2190",-22.3777246744958
"Wave_2191",-19.3873454821852
"Wave_2192",-18.5674944688148
"Wave_2193",-20.1481730103197
"Wave_2194",-20.5246151656699
"Wave_2195",-19.167278274321
"Wave_2196",-17.4766374050119
"Wave_2197",-13.674209644986
"Wave_2198",-13.0498497989646
"Wave_2199",-13.725419677697
"Wave_2200",-13.1676805882562
"Wave_2201",-13.0172684371938
"Wave_2202",-12.1007096918574
"Wave_2203",-10.3705096173071
"Wave_2204",-8.98597586744431
"Wave_2205",-7.89915190615387
"Wave_2206",-6.52406362379538
"Wave_2207",-7.8634416577369
"Wave_2208",-8.20325784591304
"Wave_2209",-7.58802792330616
"Wave_2210",-7.39095032315586
"Wave_2211",-5.76780993186812
"Wave_2212",-3.21951451865705
"Wave_2213",-1.99799066219927
"Wave_2214",-1.45281513392287
"Wave_2215",-0.998558748286538
"Wave_2216",-3.57799639488518
"Wave_2217",-6.17751110134816
"Wave_2218",-5.84342375637458
"Wave_2219",-5.42581823835618
"Wave_2220",-3.64185206314018
"Wave_2221",-2.97859593891323
"Wave_2222",-2.0274952110545
"Wave_2223",-2.60349114870128
"Wave_2224",-3.24749166656977
"Wave_2225",-0.814214447551869
"Wave_2226",0.510048105090674
"Wave_2227",-0.621551750294087
"Wave_2228",0.478995709430919
"Wave_2229",2.68150057852974
"Wave_2230",0.0831764940143367
